author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;year_of_construction;object_type;house_material_type;heating_type;finish_type;living_meters;kitchen_meters;phone;district;street;house_number;underground;residential_complex
;;https://voskresensk.cian.ru/sale/flat/308383752/;Воскресенск;sale;flat;1;5;1;34.8;4524000;2024;-1;-1;-1;-1;-1;-1;+74951382866;Воскресенск; Ломоносова;113;;Дом+
МилДом;real_estate_agent;https://voskresensk.cian.ru/sale/flat/308039538/;Воскресенск;sale;flat;2;5;1;31.0;3300000;-1;-1;-1;-1;-1;18 м²;6 м²;+79152861434;Центральный мкр; Победы;15;;
