author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;year_of_construction;object_type;house_material_type;heating_type;finish_type;living_meters;kitchen_meters;phone;district;street;house_number;underground;residential_complex
TOP GRADE ESTATE;real_estate_agent;https://spb.cian.ru/sale/flat/303658966/;Котельники;sale;flat;7;11;1;30.8;7800000;2024;-1;-1;-1;-1;22,8 м²;5 м²;+79819216769;Василеостровский;проспект Кима;19;;Docklands
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/302552929/;Котельники;sale;flat;2;7;3;89.9;80000000;-1;-1;-1;-1;-1;55 м²;8 м²;+79670580817;Пресненский;Большой Козихинский переулок;19/6;Пушкинская;
