author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;year_of_construction;object_type;house_material_type;heating_type;finish_type;living_meters;kitchen_meters;phone;district;street;house_number;underground;residential_complex
Intermark Real Estate;real_estate_agent;https://spb.cian.ru/sale/flat/308157242/;Котельники;sale;flat;2;3;-1;204.0;92500000;1720;-1;-1;-1;-1;-1;30 м²;+79052642416;Адмиралтейский;Галерная ;59;Василеостровская;
Космополис;real_estate_agent;https://www.cian.ru/sale/flat/305881394/;Котельники;sale;flat;1;12;1;38.9;12690000;1978;-1;-1;-1;-1;21 м²;9 м²;+79660471558;Таганский; Талалихина;3;Пролетарская;
