author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;year_of_construction;object_type;house_material_type;heating_type;finish_type;living_meters;kitchen_meters;phone;district;street;house_number;underground;residential_complex
ЦАРИЦА;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/308554862/;Красногорск;sale;flat;2;9;1;33.0;6000000;1968;-1;-1;-1;-1;16 м²;6,5 м²;+79151143276;мкр. Теплый бетон; Школьная;10;;
Бест на Речном;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/308340824/;Красногорск;sale;flat;4;25;1;37.9;7200000;-1;-1;-1;-1;-1;16,1 м²;11,5 м²;+79154591534;;бульвар Космонавтов;5;Опалиха;Изумрудные холмы
