author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;year_of_construction;object_type;house_material_type;heating_type;finish_type;living_meters;kitchen_meters;phone;district;street;house_number;underground;residential_complex
СЕРВИС - ОБМЕН;real_estate_agent;https://vidnoye.cian.ru/sale/flat/306322736/;Видное;sale;flat;6;17;1;38.0;6900000;-1;-1;-1;-1;-1;-1;-1;+79100823158;Видное; Имени Героя Советского Союза Виктора Никитовича Фокина;6;;Южное Видное
ID 20267;realtor;https://vidnoye.cian.ru/sale/flat/304882990/;Видное;sale;flat;15;18;1;40.0;6950000;2014;-1;-1;-1;-1;19 м²;8 м²;+79150042058;; Завидная;14;Домодедовская;Завидное
